Time	SW	Snore	Flow	SpO2_Events	HR	Position	Activity	SpO2	Thorax	Abdomen	Pleth	Pulse
04:27:00	Sleep	571	0.69	1	75	Upright	138	99	0.69	0.76	1.04	79
04:27:30	Wake	421	-0.8	0	90	Supine	159	100	1.59	0.93	0.8	70
04:28:00	Wake	176	1.73	3	70	Left	3	93	1.79	1.27	0.83	88
04:28:30	Wake	218	1.54	0	80	Right	163	92	0.77	0.92	0.9	69
04:29:00	Sleep	304	-0.92	1	71	Left	120	98	2.27	1.27	1.13	83
04:29:30	Sleep	38	1.59	3	55	Left	8	95	1.01	0.66	1.07	71
04:30:00	Wake	27	0.6	1	75	Right	114	97	0.9	0.82	1.16	92
04:30:30	Sleep	591	0.25	1	89	Left	182	96	1.23	1.61	0.84	56
04:31:00	Wake	358	-0.92	2	76	Supine	91	94	1.44	2.04	0.85	61
04:31:30	Wake	279	0.22	2	95	Upright	136	96	1.43	0.74	1.17	80
04:32:00	Wake	589	0.43	0	79	Upright	12	95	0.53	1.07	0.92	86
04:32:30	Wake	269	-0.86	0	87	Left	157	99	2.13	2.21	1.07	55
04:33:00	Sleep	346	-1.32	2	90	Left	180	92	1.72	2.07	1.09	78
04:33:30	Wake	407	0.21	0	65	Supine	100	91	1.23	2.46	1.18	58
04:34:00	Wake	120	-1.94	3	94	Right	10	95	1.92	1.05	0.91	74
04:34:30	Wake	84	1.77	2	72	Supine	165	96	1.48	0.7	0.97	88
04:35:00	Wake	393	-0.38	3	55	Left	80	91	0.61	1.26	1.03	81
04:35:30	Wake	279	-0.62	3	76	Supine	0	97	0.7	0.87	0.96	94
04:36:00	Sleep	287	-1.13	3	69	Left	172	91	1.03	0.73	0.89	62
04:36:30	Sleep	15	1.23	2	60	Left	104	95	2.44	0.73	1.19	99
04:37:00	Wake	496	-1.88	3	92	Right	73	97	2.38	2.23	0.95	73
04:37:30	Wake	448	0.4	2	67	Upright	94	91	0.96	1.74	1.14	82
04:38:00	Sleep	302	0.24	1	76	Upright	130	91	2.22	1.66	0.95	67
04:38:30	Sleep	567	-0.56	2	63	Supine	155	93	2.09	1.35	0.95	79
04:39:00	Wake	55	0.68	3	99	Left	140	91	1.48	1.51	0.94	91
04:39:30	Sleep	490	0.95	1	56	Supine	75	95	1.43	0.93	0.84	75
04:40:00	Wake	511	-1.97	1	70	Upright	93	97	1.49	2.15	1.09	78
04:40:30	Wake	153	0.56	3	100	Supine	148	94	1.91	1.56	0.87	60
04:41:00	Wake	75	-0.68	2	58	Upright	145	94	2.24	2.49	0.97	95
04:41:30	Sleep	220	-1.25	2	78	Left	117	96	1.1	2.23	1.19	55
04:42:00	Wake	498	0.65	2	72	Left	48	94	1.93	2.21	0.88	86
04:42:30	Wake	530	-0.51	3	59	Right	38	91	2.43	1.85	0.83	92
04:43:00	Wake	197	0.12	1	84	Right	125	99	1.5	1.07	1.11	98
04:43:30	Wake	473	-0.55	1	70	Left	170	96	1.25	2.19	0.91	90
04:44:00	Sleep	544	1.31	1	59	Left	145	97	0.95	0.71	1.03	65
04:44:30	Sleep	194	-0.49	0	90	Right	25	97	0.69	1.04	0.93	76
04:45:00	Wake	101	-0.44	3	81	Right	151	91	1.77	1.9	0.87	58
04:45:30	Wake	285	0.96	1	80	Right	157	92	1.23	2.07	1.12	86
04:46:00	Sleep	333	0.36	3	85	Upright	122	99	1.27	1.76	0.86	83
04:46:30	Sleep	70	-1.61	1	63	Right	167	94	0.64	1.79	1.07	97
04:47:00	Wake	82	0.57	0	62	Left	96	91	1.89	1.09	1.19	75
04:47:30	Wake	290	-0.62	1	94	Supine	59	97	1.27	2.18	1.14	79
04:48:00	Wake	71	-0.49	1	69	Upright	161	92	1.45	2.37	1.08	81
04:48:30	Sleep	328	-1.7	1	90	Left	24	96	1.58	1.66	0.84	87
04:49:00	Wake	351	1.15	2	78	Right	171	99	1.88	2.19	0.86	81
04:49:30	Sleep	140	-0.33	3	88	Left	80	91	2.5	2.34	0.99	81
04:50:00	Wake	219	1.62	0	84	Supine	128	91	1.06	1.19	0.91	68
04:50:30	Wake	385	-1.88	0	88	Supine	170	93	0.8	1.4	1.11	67
04:51:00	Wake	233	-1.82	1	99	Right	133	95	1.09	2.16	1.14	87
04:51:30	Sleep	59	1.43	1	90	Left	58	98	2.0	2.04	1.15	72
04:52:00	Wake	75	-1.35	2	95	Supine	34	95	1.52	1.02	0.95	88
04:52:30	Wake	59	0.76	3	65	Left	85	98	0.53	1.63	1.05	82
04:53:00	Wake	220	0.08	3	95	Upright	58	94	1.77	1.31	0.92	82
04:53:30	Wake	78	0.74	1	79	Left	194	99	1.98	1.84	0.95	66
04:54:00	Wake	427	-1.75	0	57	Right	190	94	1.78	1.76	1.04	70
04:54:30	Wake	493	0.83	3	76	Upright	141	90	1.64	1.3	0.99	61
04:55:00	Sleep	259	0.06	2	87	Upright	41	94	0.76	1.31	1.08	59
04:55:30	Wake	245	1.41	1	82	Upright	158	94	0.88	2.11	1.08	66
04:56:00	Sleep	519	1.71	3	67	Right	60	96	1.1	0.93	1.04	94
04:56:30	Sleep	369	0.56	2	58	Supine	121	92	1.92	1.49	0.8	98
04:57:00	Sleep	422	1.45	3	93	Supine	129	93	0.66	0.9	0.88	58
04:57:30	Wake	54	-1.79	0	57	Upright	192	96	0.66	2.3	0.9	89
04:58:00	Wake	472	0.84	3	56	Upright	194	95	1.03	1.6	1.0	85
04:58:30	Wake	358	0.4	0	58	Left	79	91	1.36	1.27	1.05	67
04:59:00	Wake	361	-1.72	0	97	Supine	164	99	0.71	1.28	0.94	59
04:59:30	Wake	206	-1.0	2	90	Upright	86	100	1.91	2.11	1.01	81
05:00:00	Wake	414	-0.06	2	96	Supine	142	90	0.86	0.75	0.8	90
05:00:30	Wake	10	-0.11	1	85	Right	25	95	1.65	1.9	1.04	66
05:01:00	Sleep	453	-1.43	3	87	Left	114	94	2.43	0.54	0.97	87
05:01:30	Wake	480	-0.81	0	76	Upright	12	93	1.43	2.13	1.04	86
05:02:00	Sleep	235	-1.76	3	79	Right	10	90	0.99	0.77	1.0	72
05:02:30	Wake	26	1.03	2	78	Supine	158	97	2.19	1.69	0.92	84
05:03:00	Wake	109	-0.9	2	78	Right	110	100	1.61	2.03	1.01	68
05:03:30	Wake	456	-0.09	3	69	Supine	60	98	2.22	1.72	0.99	89
05:04:00	Wake	584	-0.85	0	59	Right	138	99	0.6	0.86	1.16	93
05:04:30	Sleep	263	-0.82	0	72	Left	34	96	1.71	1.17	1.12	94
05:05:00	Sleep	418	0.02	3	79	Right	46	100	1.96	2.36	0.86	80
05:05:30	Sleep	547	-0.59	2	72	Left	123	100	1.33	0.69	1.18	77
05:06:00	Sleep	4	-0.26	2	67	Upright	60	98	1.03	1.86	1.15	85
05:06:30	Sleep	210	-0.23	0	81	Supine	42	92	1.54	0.64	1.06	96
05:07:00	Wake	264	-1.31	0	73	Supine	6	100	2.2	1.09	0.93	73
05:07:30	Sleep	515	1.81	3	66	Upright	10	97	0.69	2.32	0.87	100
05:08:00	Wake	361	0.53	1	69	Right	122	95	1.1	2.0	1.12	71
05:08:30	Wake	457	-0.58	0	93	Left	166	90	0.79	1.23	0.87	82
05:09:00	Wake	408	1.88	0	97	Left	85	97	1.12	0.84	1.12	93
05:09:30	Sleep	560	0.41	2	81	Supine	129	98	1.03	1.9	1.2	63
05:10:00	Wake	114	-0.02	0	70	Upright	183	90	1.22	1.33	1.17	88
05:10:30	Sleep	407	-0.94	3	58	Left	159	100	1.01	1.63	0.95	97
05:11:00	Sleep	299	-0.12	0	56	Left	181	95	2.11	1.34	1.03	94
05:11:30	Sleep	102	1.95	2	69	Left	56	91	1.62	1.69	1.19	81
05:12:00	Wake	101	-0.12	0	72	Upright	38	90	2.31	1.56	0.84	60
05:12:30	Sleep	78	0.14	3	63	Supine	20	99	1.61	1.95	0.93	99
05:13:00	Sleep	81	-1.09	3	97	Right	103	91	0.74	1.71	1.07	59
05:13:30	Sleep	432	-0.64	2	95	Supine	86	93	1.62	1.95	1.15	91
05:14:00	Wake	166	0.88	1	97	Supine	99	94	2.2	0.6	0.96	73
05:14:30	Wake	429	-1.15	1	67	Left	154	97	0.89	2.48	1.09	61
05:15:00	Wake	439	1.84	0	72	Left	95	100	2.2	1.86	1.16	60
05:15:30	Sleep	138	-0.68	0	55	Upright	60	94	1.56	0.62	1.18	87
05:16:00	Sleep	496	-1.81	3	57	Upright	120	99	2.39	2.15	0.91	80
05:16:30	Wake	504	0.59	2	88	Supine	192	93	0.53	0.84	0.92	77
05:17:00	Wake	54	1.82	2	63	Supine	132	91	0.55	2.1	0.81	96
05:17:30	Wake	48	0.67	1	94	Right	5	96	0.79	1.41	1.08	55
05:18:00	Sleep	44	0.45	3	98	Supine	1	90	0.96	1.7	0.87	96
05:18:30	Sleep	564	-0.34	3	91	Right	19	94	1.73	0.57	1.01	84
05:19:00	Sleep	481	-1.51	1	99	Right	68	92	1.4	1.53	1.09	81
05:19:30	Sleep	421	-1.1	1	71	Supine	117	97	1.36	1.33	0.93	71
05:20:00	Sleep	334	0.1	2	85	Upright	1	99	0.79	0.94	0.92	93
05:20:30	Sleep	400	0.32	1	92	Upright	106	97	2.07	2.17	0.88	71
05:21:00	Wake	38	1.29	1	63	Right	16	94	0.57	2.14	0.97	72
05:21:30	Wake	116	-0.21	2	72	Right	135	92	0.95	1.93	1.19	72
05:22:00	Wake	231	-0.15	2	97	Upright	7	98	0.88	1.42	1.11	75
05:22:30	Sleep	572	0.54	0	58	Left	155	98	2.27	1.38	0.9	88
05:23:00	Sleep	461	-1.06	0	61	Upright	100	94	0.6	1.02	1.13	66
05:23:30	Wake	348	-1.28	0	69	Left	179	93	1.53	1.1	1.16	80
05:24:00	Sleep	50	0.44	3	70	Supine	8	93	2.12	0.72	1.2	61
05:24:30	Wake	179	-1.8	0	63	Upright	32	93	0.66	2.21	1.15	81
05:25:00	Sleep	547	0.34	0	84	Supine	96	90	1.83	1.99	0.95	85
05:25:30	Wake	124	-1.38	0	85	Right	96	93	2.09	1.5	1.1	69
05:26:00	Wake	178	1.1	0	82	Left	134	99	2.39	0.68	0.97	100
05:26:30	Sleep	371	-1.42	1	91	Right	175	92	1.9	1.41	0.85	81
05:27:00	Wake	280	-0.5	0	62	Right	13	97	1.53	1.08	0.98	90
05:27:30	Wake	312	0.2	1	61	Upright	48	94	1.37	2.01	1.01	97
05:28:00	Wake	378	0.59	0	65	Supine	186	96	1.1	0.56	1.19	89
05:28:30	Sleep	581	-0.99	3	79	Right	181	91	1.74	2.04	0.94	100
05:29:00	Sleep	344	1.72	0	70	Left	35	100	2.44	1.38	0.97	64
05:29:30	Sleep	302	1.17	1	92	Right	172	92	1.86	1.16	0.82	73
05:30:00	Wake	317	-0.64	1	95	Left	115	90	2.0	0.82	1.05	62
05:30:30	Sleep	486	0.51	2	70	Upright	170	92	1.56	1.84	0.82	76
05:31:00	Wake	222	-0.4	0	83	Left	63	90	1.16	0.81	1.14	97
05:31:30	Sleep	90	-1.76	2	66	Upright	44	98	1.25	0.53	0.87	76
05:32:00	Wake	309	0.82	1	64	Left	157	96	2.24	2.34	1.03	73
05:32:30	Wake	148	-1.99	0	66	Right	92	99	2.18	0.68	0.94	77
05:33:00	Wake	520	1.69	1	88	Right	44	91	1.26	0.65	1.13	95
05:33:30	Sleep	205	-0.54	2	93	Upright	16	100	2.34	0.98	1.07	97
05:34:00	Sleep	412	0.85	2	81	Supine	113	96	2.16	1.43	0.88	90
05:34:30	Sleep	548	-0.37	3	68	Right	9	98	0.69	2.48	1.03	79
05:35:00	Wake	242	-0.33	1	69	Left	141	99	1.77	2.33	1.19	57
05:35:30	Wake	122	-0.46	1	81	Supine	173	90	0.71	0.82	0.95	79
05:36:00	Wake	76	0.92	2	83	Upright	174	94	2.05	1.79	1.19	71
05:36:30	Sleep	356	0.11	2	72	Upright	76	91	0.98	2.27	0.88	78
05:37:00	Sleep	324	-1.66	3	99	Right	6	97	0.66	2.38	0.8	77
05:37:30	Wake	209	-1.45	2	85	Upright	98	97	0.73	1.54	1.04	80
05:38:00	Sleep	45	-0.25	0	71	Left	190	95	2.45	1.75	1.05	86
05:38:30	Sleep	569	-0.09	1	91	Supine	100	90	2.02	1.6	0.91	96
05:39:00	Sleep	490	0.32	3	68	Right	121	92	1.6	1.65	0.86	69
05:39:30	Sleep	528	-0.42	0	84	Right	73	92	1.18	1.96	0.84	56
05:40:00	Sleep	301	-0.49	0	100	Right	169	96	2.44	2.08	1.13	69
05:40:30	Sleep	133	0.18	3	76	Supine	188	90	2.39	1.4	1.18	91
05:41:00	Wake	84	0.95	0	94	Upright	129	97	0.82	2.29	1.14	78
05:41:30	Wake	324	-1.94	3	70	Supine	175	96	1.84	1.87	1.05	100
05:42:00	Wake	556	0.88	2	68	Upright	78	96	2.37	2.12	0.8	89
05:42:30	Sleep	125	1.77	3	93	Upright	117	92	1.61	1.8	1.15	94
05:43:00	Wake	455	-0.72	1	88	Left	77	100	1.43	1.06	0.88	64
05:43:30	Wake	487	1.61	0	81	Upright	182	90	1.2	2.01	1.16	75
05:44:00	Sleep	355	-0.38	0	69	Supine	66	99	0.88	1.22	0.85	57
05:44:30	Sleep	97	0.56	2	58	Supine	30	93	2.47	0.72	0.93	64
05:45:00	Sleep	57	-0.03	2	70	Right	173	93	2.32	1.95	1.06	63
05:45:30	Sleep	227	1.72	3	82	Right	120	95	1.08	2.46	1.18	90
05:46:00	Wake	108	1.9	3	78	Left	192	100	2.16	1.84	0.96	92
05:46:30	Sleep	320	1.56	0	56	Left	36	94	1.54	1.91	1.01	98
05:47:00	Wake	114	-0.49	2	91	Right	165	94	1.96	2.37	0.82	84
05:47:30	Sleep	215	-1.94	3	68	Right	58	94	1.54	2.42	0.96	76
05:48:00	Wake	501	1.02	3	64	Supine	91	93	1.43	2.33	1.01	74
05:48:30	Wake	504	0.86	0	98	Supine	166	98	2.15	1.49	0.8	79
05:49:00	Sleep	309	1.24	0	99	Right	156	100	1.32	0.65	0.88	85
05:49:30	Wake	224	-1.58	3	69	Upright	152	91	1.92	1.59	1.01	73
05:50:00	Wake	83	1.79	1	89	Supine	102	92	1.07	2.19	1.0	69
05:50:30	Sleep	100	1.52	1	81	Right	141	93	1.55	1.28	0.9	76
05:51:00	Wake	365	1.59	0	85	Right	68	100	1.41	0.84	1.01	64
05:51:30	Sleep	144	0.73	3	79	Right	31	96	1.81	1.85	1.07	97
05:52:00	Sleep	517	-1.56	1	95	Supine	165	93	2.11	1.87	0.96	70
05:52:30	Wake	571	-0.18	1	96	Left	122	97	2.05	1.5	1.1	98
05:53:00	Sleep	197	-0.58	2	77	Left	50	95	1.65	1.63	1.17	70
05:53:30	Sleep	152	-1.86	1	89	Upright	18	90	1.81	1.69	1.18	97
05:54:00	Sleep	421	1.49	0	85	Left	113	100	2.09	1.02	1.12	83
05:54:30	Sleep	313	-1.73	3	84	Supine	72	93	0.87	1.7	0.82	89
05:55:00	Wake	590	0.92	2	95	Right	173	91	1.33	0.85	1.15	87
05:55:30	Wake	244	0.57	2	78	Supine	48	90	2.23	1.52	1.0	89
05:56:00	Wake	51	-0.92	3	86	Supine	46	95	2.18	1.29	0.81	73
05:56:30	Wake	200	-1.84	1	63	Supine	125	93	2.18	1.29	1.16	100
05:57:00	Sleep	304	1.24	1	68	Left	59	97	1.25	0.54	1.15	90
05:57:30	Wake	237	-1.76	1	63	Supine	94	92	1.9	1.59	1.19	74
05:58:00	Wake	236	1.22	0	62	Left	92	94	0.94	1.87	1.06	55
05:58:30	Sleep	533	-0.25	0	85	Supine	103	95	2.38	2.23	1.08	62
05:59:00	Sleep	47	1.27	0	60	Left	4	91	1.89	1.83	1.16	99
05:59:30	Sleep	536	1.32	2	95	Upright	35	99	1.65	2.15	0.87	60
